"ID";"LorriesAndRoadTractors";"YearsOfConstruction";"Periods";"TotalKilometresInTheNetherlands_1";"KilometresByDutchVehicles_2";"KilometresByForeignVehicles_3";"TotalKilometresByDutchVehicles_4";"KilometresInTheNetherlands_5";"KilometresAbroad_6";"TotalAverageAnnualKilometres_7";"AverageAnnualKilometresInNetherlands_8";"AverageAnnualKilometresAbroad_9";"DutchGoodsVehiclesInUse_10"
"945";"A028272";"A048264";"2010JJ00";"    68.4";"    67.3";"     1.1";"    72.4";"    67.3";"     5.0";"    8316";"    7740";"     576";"    8700"
"946";"A028272";"A048264";"2011JJ00";"    57.0";"    56.1";"     0.9";"    60.6";"    56.1";"     4.5";"    7662";"    7088";"     574";"    7911"
"947";"A028272";"A048264";"2012JJ00";"    44.5";"    43.6";"     0.9";"    47.8";"    43.6";"     4.2";"    6647";"    6068";"     579";"    7190"
"948";"A028272";"A048264";"2013JJ00";"    38.0";"    37.3";"     0.7";"    40.8";"    37.3";"     3.5";"    6174";"    5643";"     531";"    6607"
"949";"A028272";"A048264";"2014JJ00";"    33.1";"    32.7";"     0.4";"    34.6";"    32.7";"     1.9";"    5736";"    5415";"     321";"    6034"
"950";"A028272";"A048264";"2015JJ00";"    26.8";"    26.4";"     0.4";"    27.9";"    26.4";"     1.5";"    5157";"    4874";"     284";"    5416"
"951";"A028272";"A048264";"2016JJ00";"    23.5";"    22.5";"     1.0";"    26.0";"    22.5";"     3.5";"    5213";"    4509";"     704";"    4995"
"952";"A028272";"A048264";"2017JJ00";"    21.9";"    21.3";"     0.6";"    23.1";"    21.3";"     1.8";"    4969";"    4582";"     388";"    4657"
"953";"A028272";"A048264";"2018JJ00";"    19.2";"    19.1";"     0.0";"    19.3";"    19.1";"     0.1";"    4439";"    4413";"      27";"    4340"
"954";"A028272";"A048265";"2001JJ00";"    83.7";"    82.6";"     1.1";"    89.8";"    82.6";"     7.2";"   32921";"   30287";"    2634";"    2727"
"955";"A028272";"A048265";"2002JJ00";"   138.8";"   137.0";"     1.8";"   148.9";"   137.0";"    11.9";"   37640";"   34628";"    3011";"    3957"
"956";"A028272";"A048265";"2003JJ00";"   178.3";"   176.1";"     2.1";"   190.8";"   176.1";"    14.7";"   37101";"   34242";"    2859";"    5143"
"957";"A028272";"A048265";"2004JJ00";"   209.2";"   206.6";"     2.6";"   223.4";"   206.6";"    16.8";"   36705";"   33950";"    2755";"    6086"
"958";"A028272";"A048265";"2005JJ00";"   211.7";"   209.0";"     2.7";"   225.5";"   209.0";"    16.6";"   37083";"   34358";"    2725";"    6082"
"959";"A028272";"A048265";"2006JJ00";"   193.9";"   191.3";"     2.6";"   205.6";"   191.3";"    14.4";"   34313";"   31917";"    2396";"    5993"
"960";"A028272";"A048265";"2007JJ00";"   161.4";"   158.0";"     3.4";"   175.5";"   158.0";"    17.6";"   31598";"   28439";"    3160";"    5554"
"961";"A028272";"A048265";"2008JJ00";"   134.1";"   131.6";"     2.5";"   144.0";"   131.6";"    12.4";"   27884";"   25488";"    2396";"    5164"
"962";"A028272";"A048265";"2009JJ00";"   108.2";"   106.2";"     2.0";"   115.8";"   106.2";"     9.5";"   24315";"   22310";"    2005";"    4762"
"963";"A028272";"A048265";"2010JJ00";"    87.0";"    85.8";"     1.3";"    91.8";"    85.8";"     6.0";"   21019";"   19640";"    1379";"    4367"
"964";"A028272";"A048265";"2011JJ00";"    72.2";"    71.1";"     1.2";"    77.0";"    71.1";"     5.9";"   19487";"   17993";"    1494";"    3949"
"965";"A028272";"A048265";"2012JJ00";"    56.6";"    55.2";"     1.4";"    61.6";"    55.2";"     6.4";"   17550";"   15720";"    1830";"    3512"
"966";"A028272";"A048265";"2013JJ00";"    46.8";"    45.8";"     0.9";"    50.3";"    45.8";"     4.5";"   16267";"   14817";"    1449";"    3094"
"967";"A028272";"A048265";"2014JJ00";"    40.9";"    40.4";"     0.5";"    42.8";"    40.4";"     2.4";"   15375";"   14514";"     861";"    2782"
"968";"A028272";"A048265";"2015JJ00";"    33.9";"    33.4";"     0.5";"    35.3";"    33.4";"     1.9";"   13970";"   13201";"     768";"    2529"
"969";"A028272";"A048265";"2016JJ00";"    25.8";"    24.7";"     1.1";"    28.6";"    24.7";"     3.9";"   12545";"   10851";"    1694";"    2276"
"970";"A028272";"A048265";"2017JJ00";"    20.9";"    20.4";"     0.5";"    22.1";"    20.4";"     1.7";"   10672";"    9840";"     832";"    2071"
"971";"A028272";"A048265";"2018JJ00";"    17.4";"    17.3";"     0.0";"    17.4";"    17.3";"     0.1";"    9391";"    9335";"      56";"    1858"
"972";"A028272";"A044273";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"973";"A028272";"A044273";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"974";"A028272";"A044273";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"975";"A028272";"A044273";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"976";"A028272";"A044273";"2005JJ00";"    19.6";"    19.3";"     0.3";"    21.0";"    19.3";"     1.7";"   23944";"   22028";"    1916";"     877"
"977";"A028272";"A044273";"2006JJ00";"    34.3";"    33.8";"     0.5";"    36.7";"    33.8";"     2.9";"   41589";"   38262";"    3327";"     883"
"978";"A028272";"A044273";"2007JJ00";"    32.7";"    32.0";"     0.7";"    35.6";"    32.0";"     3.6";"   40587";"   36529";"    4059";"     877"
"979";"A028272";"A044273";"2008JJ00";"    31.0";"    30.4";"     0.6";"    33.4";"    30.4";"     3.0";"   38521";"   35054";"    3467";"     867"
"980";"A028272";"A044273";"2009JJ00";"    27.6";"    27.2";"     0.4";"    29.1";"    27.2";"     1.9";"   34908";"   32639";"    2269";"     833"
"981";"A028272";"A044273";"2010JJ00";"    23.7";"    23.2";"     0.5";"    25.6";"    23.2";"     2.4";"   32151";"   29162";"    2989";"     797"
"982";"A028272";"A044273";"2011JJ00";"    20.8";"    20.5";"     0.2";"    21.7";"    20.5";"     1.2";"   29826";"   28230";"    1595";"     727"
"983";"A028272";"A044273";"2012JJ00";"    17.2";"    17.0";"     0.1";"    17.7";"    17.0";"     0.7";"   26725";"   25692";"    1033";"     662"
"984";"A028272";"A044273";"2013JJ00";"    10.3";"     9.5";"     0.9";"    13.6";"     9.5";"     4.1";"   23489";"   16372";"    7117";"     579"
"985";"A028272";"A044273";"2014JJ00";"     9.5";"     9.2";"     0.3";"    10.5";"     9.2";"     1.3";"   21122";"   18545";"    2577";"     498"
"986";"A028272";"A044273";"2015JJ00";"     7.8";"     7.7";"     0.1";"     8.2";"     7.7";"     0.4";"   18742";"   17711";"    1031";"     436"
"987";"A028272";"A044273";"2016JJ00";"     5.8";"     5.6";"     0.3";"     6.5";"     5.6";"     0.9";"   16577";"   14339";"    2238";"     390"
"988";"A028272";"A044273";"2017JJ00";"     4.6";"     4.5";"     0.1";"     4.9";"     4.5";"     0.4";"   14284";"   13170";"    1114";"     344"
"989";"A028272";"A044273";"2018JJ00";"     4.0";"     4.0";"     0.0";"     4.0";"     4.0";"     0.0";"   13096";"   13017";"      79";"     308"
"990";"A028272";"A044274";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"991";"A028272";"A044274";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"992";"A028272";"A044274";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"993";"A028272";"A044274";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"994";"A028272";"A044274";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"995";"A028272";"A044274";"2006JJ00";"    19.7";"    19.4";"     0.3";"    21.0";"    19.4";"     1.7";"   20314";"   18689";"    1625";"    1036"
"996";"A028272";"A044274";"2007JJ00";"    36.8";"    36.0";"     0.8";"    40.0";"    36.0";"     4.0";"   38996";"   35097";"    3900";"    1027"
"997";"A028272";"A044274";"2008JJ00";"    35.8";"    35.2";"     0.6";"    38.3";"    35.2";"     3.1";"   37149";"   34177";"    2972";"    1030"
"998";"A028272";"A044274";"2009JJ00";"    34.0";"    33.5";"     0.6";"    36.2";"    33.5";"     2.7";"   34678";"   32077";"    2601";"    1043"
"999";"A028272";"A044274";"2010JJ00";"    33.3";"    33.0";"     0.3";"    34.6";"    33.0";"     1.6";"   33423";"   31911";"    1512";"    1034"
"1000";"A028272";"A044274";"2011JJ00";"    31.0";"    30.8";"     0.2";"    31.8";"    30.8";"     1.0";"   31826";"   30819";"    1007";"    1000"
"1001";"A028272";"A044274";"2012JJ00";"    26.9";"    26.9";"     0.0";"    27.0";"    26.9";"     0.1";"   29080";"   28944";"     136";"     929"
"1002";"A028272";"A044274";"2013JJ00";"    19.1";"    18.8";"     0.3";"    20.5";"    18.8";"     1.7";"   24726";"   22699";"    2028";"     828"
"1003";"A028272";"A044274";"2014JJ00";"    15.3";"    15.0";"     0.3";"    16.3";"    15.0";"     1.3";"   22451";"   20610";"    1841";"     728"
"1004";"A028272";"A044274";"2015JJ00";"    10.7";"     9.7";"     1.0";"    13.6";"     9.7";"     3.9";"   21295";"   15247";"    6048";"     638"
"1005";"A028272";"A044274";"2016JJ00";"    10.2";"     9.7";"     0.4";"    11.2";"     9.7";"     1.5";"   19240";"   16642";"    2597";"     585"
"1006";"A028272";"A044274";"2017JJ00";"     8.2";"     8.0";"     0.2";"     8.7";"     8.0";"     0.7";"   16735";"   15430";"    1305";"     520"
"1007";"A028272";"A044274";"2018JJ00";"     7.1";"     7.1";"     0.0";"     7.2";"     7.1";"     0.0";"   14634";"   14546";"      88";"     490"
"1008";"A028272";"A044275";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1009";"A028272";"A044275";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1010";"A028272";"A044275";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1011";"A028272";"A044275";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1012";"A028272";"A044275";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1013";"A028272";"A044275";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1014";"A028272";"A044275";"2007JJ00";"    12.4";"    12.1";"     0.3";"    13.4";"    12.1";"     1.3";"   18459";"   16613";"    1846";"     728"
"1015";"A028272";"A044275";"2008JJ00";"    24.9";"    24.4";"     0.5";"    26.8";"    24.4";"     2.4";"   36717";"   33413";"    3305";"     730"
"1016";"A028272";"A044275";"2009JJ00";"    25.4";"    25.0";"     0.4";"    26.8";"    25.0";"     1.7";"   35005";"   32729";"    2275";"     765"
"1017";"A028272";"A044275";"2010JJ00";"    26.6";"    26.5";"     0.1";"    27.0";"    26.5";"     0.5";"   33236";"   32610";"     626";"     811"
"1018";"A028272";"A044275";"2011JJ00";"    26.2";"    25.9";"     0.3";"    27.4";"    25.9";"     1.5";"   33584";"   31739";"    1845";"     816"
"1019";"A028272";"A044275";"2012JJ00";"    24.5";"    24.5";"     0.0";"    24.7";"    24.5";"     0.2";"   31196";"   30922";"     275";"     792"
"1020";"A028272";"A044275";"2013JJ00";"    20.4";"    20.0";"     0.3";"    21.6";"    20.0";"     1.5";"   29152";"   27082";"    2070";"     740"
"1021";"A028272";"A044275";"2014JJ00";"    17.3";"    16.8";"     0.5";"    18.9";"    16.8";"     2.1";"   27467";"   24391";"    3076";"     689"
"1022";"A028272";"A044275";"2015JJ00";"    15.9";"    15.8";"     0.0";"    15.9";"    15.8";"     0.1";"   24907";"   24758";"     149";"     640"
"1023";"A028272";"A044275";"2016JJ00";"    12.1";"    11.6";"     0.4";"    13.2";"    11.6";"     1.5";"   22304";"   19694";"    2610";"     591"
"1024";"A028272";"A044275";"2017JJ00";"     9.8";"     9.6";"     0.2";"    10.4";"     9.6";"     0.8";"   20257";"   18677";"    1580";"     512"
"1025";"A028272";"A044275";"2018JJ00";"     8.5";"     8.5";"     0.0";"     8.5";"     8.5";"     0.1";"   18755";"   18642";"     113";"     454"
"1026";"A028272";"A044276";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1027";"A028272";"A044276";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1028";"A028272";"A044276";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1029";"A028272";"A044276";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1030";"A028272";"A044276";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1031";"A028272";"A044276";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1032";"A028272";"A044276";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1033";"A028272";"A044276";"2008JJ00";"    16.3";"    15.9";"     0.3";"    17.5";"    15.9";"     1.6";"   17944";"   16329";"    1615";"     977"
"1034";"A028272";"A044276";"2009JJ00";"    30.5";"    29.9";"     0.6";"    32.7";"    29.9";"     2.8";"   33152";"   30334";"    2818";"     986"
"1035";"A028272";"A044276";"2010JJ00";"    31.4";"    31.1";"     0.2";"    32.2";"    31.1";"     1.1";"   32646";"   31537";"    1109";"     987"
"1036";"A028272";"A044276";"2011JJ00";"    32.8";"    32.4";"     0.4";"    34.2";"    32.4";"     1.8";"   33170";"   31453";"    1717";"    1030"
"1037";"A028272";"A044276";"2012JJ00";"    30.8";"    30.2";"     0.6";"    33.2";"    30.2";"     3.0";"   32242";"   29301";"    2941";"    1030"
"1038";"A028272";"A044276";"2013JJ00";"    25.1";"    24.0";"     1.1";"    29.5";"    24.0";"     5.5";"   29445";"   23939";"    5506";"    1001"
"1039";"A028272";"A044276";"2014JJ00";"    23.3";"    22.2";"     1.0";"    27.1";"    22.2";"     4.8";"   27694";"   22736";"    4957";"     977"
"1040";"A028272";"A044276";"2015JJ00";"    22.7";"    22.3";"     0.4";"    23.8";"    22.3";"     1.5";"   25787";"   24214";"    1573";"     922"
"1041";"A028272";"A044276";"2016JJ00";"    20.4";"    20.1";"     0.3";"    21.2";"    20.1";"     1.1";"   23837";"   22622";"    1216";"     888"
"1042";"A028272";"A044276";"2017JJ00";"    15.9";"    15.4";"     0.6";"    17.2";"    15.4";"     1.8";"   20928";"   18751";"    2176";"     821"
"1043";"A028272";"A044276";"2018JJ00";"    13.6";"    13.6";"     0.0";"    13.7";"    13.6";"     0.1";"   18512";"   18401";"     111";"     739"
"1044";"A028272";"A044277";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1045";"A028272";"A044277";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1046";"A028272";"A044277";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1047";"A028272";"A044277";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1048";"A028272";"A044277";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1049";"A028272";"A044277";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1050";"A028272";"A044277";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1051";"A028272";"A044277";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1052";"A028272";"A044277";"2009JJ00";"     9.8";"     9.6";"     0.2";"    10.5";"     9.6";"     0.9";"   17236";"   15771";"    1465";"     611"
"1053";"A028272";"A044277";"2010JJ00";"    18.2";"    17.9";"     0.2";"    19.0";"    17.9";"     1.1";"   31703";"   29861";"    1842";"     600"
"1054";"A028272";"A044277";"2011JJ00";"    19.3";"    19.2";"     0.1";"    19.9";"    19.2";"     0.7";"   31614";"   30445";"    1168";"     629"
"1055";"A028272";"A044277";"2012JJ00";"    18.8";"    18.7";"     0.1";"    19.0";"    18.7";"     0.3";"   30116";"   29681";"     434";"     631"
"1056";"A028272";"A044277";"2013JJ00";"    16.5";"    16.2";"     0.3";"    17.8";"    16.2";"     1.7";"   29331";"   26603";"    2728";"     608"
"1057";"A028272";"A044277";"2014JJ00";"    15.6";"    15.4";"     0.2";"    16.5";"    15.4";"     1.0";"   27719";"   25972";"    1746";"     594"
"1058";"A028272";"A044277";"2015JJ00";"    13.1";"    12.7";"     0.4";"    14.4";"    12.7";"     1.7";"   25980";"   22888";"    3092";"     555"
"1059";"A028272";"A044277";"2016JJ00";"    11.6";"    11.2";"     0.4";"    12.7";"    11.2";"     1.5";"   23285";"   20537";"    2748";"     544"
"1060";"A028272";"A044277";"2017JJ00";"     9.8";"     9.5";"     0.3";"    10.5";"     9.5";"     1.0";"   21010";"   18951";"    2059";"     502"
"1061";"A028272";"A044277";"2018JJ00";"     8.8";"     8.7";"     0.0";"     8.8";"     8.7";"     0.0";"   18706";"   18631";"      75";"     469"
"1062";"A028272";"A044278";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1063";"A028272";"A044278";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1064";"A028272";"A044278";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1065";"A028272";"A044278";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1066";"A028272";"A044278";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1067";"A028272";"A044278";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1068";"A028272";"A044278";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1069";"A028272";"A044278";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1070";"A028272";"A044278";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1071";"A028272";"A044278";"2010JJ00";"     7.8";"     7.8";"     0.0";"     8.0";"     7.8";"     0.2";"   15508";"   15196";"     313";"     514"
"1072";"A028272";"A044278";"2011JJ00";"    18.3";"    18.3";"     0.1";"    18.6";"    18.3";"     0.3";"   34146";"   33624";"     522";"     544"
"1073";"A028272";"A044278";"2012JJ00";"    17.7";"    17.6";"     0.1";"    18.1";"    17.6";"     0.5";"   32701";"   31823";"     878";"     554"
"1074";"A028272";"A044278";"2013JJ00";"    16.6";"    16.4";"     0.2";"    17.5";"    16.4";"     1.0";"   31913";"   29998";"    1915";"     548"
"1075";"A028272";"A044278";"2014JJ00";"    16.5";"    16.3";"     0.2";"    17.3";"    16.3";"     1.0";"   31049";"   29217";"    1832";"     559"
"1076";"A028272";"A044278";"2015JJ00";"    16.3";"    16.3";"     0.1";"    16.6";"    16.3";"     0.3";"   29467";"   28848";"     619";"     564"
"1077";"A028272";"A044278";"2016JJ00";"    15.4";"    15.1";"     0.3";"    16.3";"    15.1";"     1.2";"   28932";"   26878";"    2054";"     562"
"1078";"A028272";"A044278";"2017JJ00";"    14.1";"    13.9";"     0.2";"    14.4";"    13.9";"     0.5";"   26108";"   25168";"     940";"     553"
"1079";"A028272";"A044278";"2018JJ00";"    11.3";"    11.1";"     0.3";"    11.9";"    11.1";"     0.8";"   22844";"   21267";"    1576";"     521"
"1080";"A028272";"A044279";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1081";"A028272";"A044279";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1082";"A028272";"A044279";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1083";"A028272";"A044279";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1084";"A028272";"A044279";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1085";"A028272";"A044279";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1086";"A028272";"A044279";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1087";"A028272";"A044279";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1088";"A028272";"A044279";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1089";"A028272";"A044279";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1090";"A028272";"A044279";"2011JJ00";"     7.7";"     7.6";"     0.1";"     8.1";"     7.6";"     0.5";"   17651";"   16574";"    1078";"     458"
"1091";"A028272";"A044279";"2012JJ00";"    14.9";"    14.7";"     0.2";"    15.5";"    14.7";"     0.7";"   33242";"   31637";"    1605";"     465"
"1092";"A028272";"A044279";"2013JJ00";"    14.8";"    14.8";"     0.0";"    15.0";"    14.8";"     0.2";"   32525";"   32037";"     488";"     461"
"1093";"A028272";"A044279";"2014JJ00";"    13.1";"    12.7";"     0.4";"    14.6";"    12.7";"     1.9";"   30230";"   26270";"    3960";"     482"
"1094";"A028272";"A044279";"2015JJ00";"    13.8";"    13.7";"     0.1";"    14.0";"    13.7";"     0.3";"   28135";"   27487";"     647";"     499"
"1095";"A028272";"A044279";"2016JJ00";"    12.5";"    12.1";"     0.4";"    13.4";"    12.1";"     1.3";"   27052";"   24509";"    2543";"     495"
"1096";"A028272";"A044279";"2017JJ00";"    12.0";"    12.0";"     0.0";"    12.0";"    12.0";"     0.0";"   24978";"   24978";"       0";"     481"
"1097";"A028272";"A044279";"2018JJ00";"     9.6";"     9.2";"     0.4";"    10.5";"     9.2";"     1.3";"   23223";"   20320";"    2903";"     454"
"1098";"A028272";"A044280";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1099";"A028272";"A044280";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1100";"A028272";"A044280";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1101";"A028272";"A044280";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1102";"A028272";"A044280";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1103";"A028272";"A044280";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1104";"A028272";"A044280";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1105";"A028272";"A044280";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1106";"A028272";"A044280";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1107";"A028272";"A044280";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1108";"A028272";"A044280";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1109";"A028272";"A044280";"2012JJ00";"     8.4";"     8.4";"     0.0";"     8.4";"     8.4";"     0.0";"   19495";"   19452";"      43";"     433"
"1110";"A028272";"A044280";"2013JJ00";"    12.8";"    12.0";"     0.8";"    15.9";"    12.0";"     3.9";"   34649";"   26195";"    8454";"     459"
"1111";"A028272";"A044280";"2014JJ00";"    15.2";"    14.8";"     0.4";"    16.5";"    14.8";"     1.7";"   35180";"   31627";"    3553";"     469"
"1112";"A028272";"A044280";"2015JJ00";"    15.7";"    15.5";"     0.2";"    16.5";"    15.5";"     1.0";"   33275";"   31245";"    2030";"     495"
"1113";"A028272";"A044280";"2016JJ00";"    16.6";"    16.3";"     0.3";"    17.3";"    16.3";"     1.0";"   33774";"   31882";"    1891";"     512"
"1114";"A028272";"A044280";"2017JJ00";"    15.0";"    14.3";"     0.6";"    16.4";"    14.3";"     2.1";"   32079";"   28037";"    4042";"     511"
"1115";"A028272";"A044280";"2018JJ00";"    12.8";"    12.0";"     0.8";"    14.7";"    12.0";"     2.7";"   28953";"   23654";"    5298";"     507"
"1116";"A028272";"A044281";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1117";"A028272";"A044281";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1118";"A028272";"A044281";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1119";"A028272";"A044281";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1120";"A028272";"A044281";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1121";"A028272";"A044281";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1122";"A028272";"A044281";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1123";"A028272";"A044281";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1124";"A028272";"A044281";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1125";"A028272";"A044281";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1126";"A028272";"A044281";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1127";"A028272";"A044281";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1128";"A028272";"A044281";"2013JJ00";"     6.4";"     6.3";"     0.2";"     7.0";"     6.3";"     0.8";"   14354";"   12761";"    1593";"     490"
"1129";"A028272";"A044281";"2014JJ00";"    14.4";"    14.1";"     0.3";"    15.3";"    14.1";"     1.2";"   30818";"   28384";"    2435";"     498"
"1130";"A028272";"A044281";"2015JJ00";"    15.0";"    14.8";"     0.2";"    15.7";"    14.8";"     0.9";"   30646";"   28900";"    1747";"     512"
"1131";"A028272";"A044281";"2016JJ00";"    13.9";"    13.3";"     0.6";"    15.4";"    13.3";"     2.1";"   28114";"   24291";"    3824";"     547"
"1132";"A028272";"A044281";"2017JJ00";"    15.0";"    14.8";"     0.1";"    15.3";"    14.8";"     0.5";"   28020";"   27151";"     869";"     546"
"1133";"A028272";"A044281";"2018JJ00";"    14.4";"    14.2";"     0.1";"    14.7";"    14.2";"     0.5";"   27363";"   26460";"     903";"     537"
"1134";"A028272";"A044282";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1135";"A028272";"A044282";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1136";"A028272";"A044282";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1137";"A028272";"A044282";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1138";"A028272";"A044282";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1139";"A028272";"A044282";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1140";"A028272";"A044282";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1141";"A028272";"A044282";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1142";"A028272";"A044282";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1143";"A028272";"A044282";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1144";"A028272";"A044282";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1145";"A028272";"A044282";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1146";"A028272";"A044282";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1147";"A028272";"A044282";"2014JJ00";"     5.7";"     5.6";"     0.1";"     6.0";"     5.6";"     0.5";"   16706";"   15437";"    1270";"     361"
"1148";"A028272";"A044282";"2015JJ00";"    11.6";"    11.2";"     0.3";"    12.5";"    11.2";"     1.3";"   34611";"   30977";"    3634";"     363"
"1149";"A028272";"A044282";"2016JJ00";"    10.1";"     9.1";"     1.0";"    12.5";"     9.1";"     3.3";"   34783";"   25461";"    9322";"     359"
"1150";"A028272";"A044282";"2017JJ00";"    11.4";"    11.1";"     0.3";"    12.0";"    11.1";"     0.9";"   31327";"   28946";"    2381";"     384"
"1151";"A028272";"A044282";"2018JJ00";"    11.2";"    11.0";"     0.2";"    11.7";"    11.0";"     0.6";"   29331";"   27718";"    1613";"     398"
"1152";"A028272";"A044283";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1153";"A028272";"A044283";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1154";"A028272";"A044283";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1155";"A028272";"A044283";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1156";"A028272";"A044283";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1157";"A028272";"A044283";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1158";"A028272";"A044283";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1159";"A028272";"A044283";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1160";"A028272";"A044283";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1161";"A028272";"A044283";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1162";"A028272";"A044283";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1163";"A028272";"A044283";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1164";"A028272";"A044283";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1165";"A028272";"A044283";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1166";"A028272";"A044283";"2015JJ00";"     8.3";"     8.0";"     0.3";"     9.2";"     8.0";"     1.2";"   15780";"   13776";"    2004";"     581"
"1167";"A028272";"A044283";"2016JJ00";"    15.9";"    15.4";"     0.5";"    17.1";"    15.4";"     1.7";"   31976";"   28714";"    3262";"     535"
